study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
8,88.0,62.6,high,medium,private,0,low,medium,8,none,6,mixed,85.5
3,52.1,51.4,medium,low,public,7,low,medium,5,high,2,mixed,36.5
7,93.2,60.0,medium,medium,public,7,mid,medium,7,high,1,junk-heavy,77.3
5,55.9,51.3,low,medium,public,8,mid,medium,5,high,3,mixed,59.7
5,58.6,48.0,medium,high,public,8,high,low,6,high,6,balanced,73.7
7,73.8,71.6,low,medium,private,5,low,medium,8,high,2,mixed,77.9
9,86.9,31.1,medium,low,public,4,mid,medium,5,low,5,junk-heavy,62.9
5,57.0,48.2,medium,high,public,6,low,high,4,low,4,mixed,47.1
1,72.0,76.3,low,low,public,8,low,medium,11,moderate,4,balanced,57.2
1,74.1,32.2,low,medium,public,4,low,medium,8,low,5,mixed,30.0
2,60.6,35.8,low,medium,public,2,mid,low,6,high,4,junk-heavy,35.7
6,55.8,50.5,high,low,private,8,mid,medium,4,low,1,balanced,79.7
9,91.8,91.4,medium,medium,public,9,mid,high,8,moderate,7,balanced,96.1
8,75.1,83.5,high,low,public,0,low,medium,7,moderate,5,balanced,85.6
5,50.7,31.6,medium,high,public,0,mid,low,10,high,7,junk-heavy,43.3
1,90.1,65.1,high,low,private,9,low,high,9,moderate,1,balanced,55.6
7,99.0,49.2,medium,medium,public,10,low,medium,8,low,6,junk-heavy,67.7
5,80.3,75.4,medium,medium,private,3,mid,medium,4,none,7,mixed,52.9
6,75.2,80.5,high,low,public,1,low,medium,5,high,4,mixed,66.6
7,93.9,90.4,high,medium,private,6,mid,medium,10,high,5,balanced,92.5
3,97.6,63.3,high,high,international,1,mid,low,5,high,5,balanced,74.6
3,87.7,99.6,high,medium,public,6,low,high,8,moderate,6,balanced,67.7
5,72.3,98.6,medium,medium,private,7,high,medium,8,low,6,balanced,85.4
6,79.6,91.8,medium,medium,public,10,mid,high,6,moderate,6,mixed,65.7
9,85.0,70.2,medium,high,public,7,low,high,7,high,5,junk-heavy,95.6
5,59.7,57.9,high,low,public,2,mid,medium,6,none,4,junk-heavy,49.7
1,72.4,55.5,medium,medium,private,8,mid,medium,9,low,4,balanced,54.5
4,91.5,30.8,high,low,public,9,mid,high,6,low,4,mixed,58.6
5,82.7,47.4,medium,high,private,9,mid,medium,5,moderate,2,mixed,88.0
5,70.6,80.3,medium,medium,public,9,high,medium,11,moderate,2,junk-heavy,80.2
7,83.2,72.3,medium,high,public,5,high,high,11,moderate,7,mixed,78.1
4,55.9,94.1,medium,high,public,3,mid,low,5,low,3,balanced,71.9
1,70.1,33.5,high,low,private,7,mid,medium,4,none,7,balanced,37.1
5,89.7,40.9,medium,low,public,3,low,medium,9,moderate,5,mixed,62.2
7,61.0,85.2,high,low,public,3,high,high,9,high,7,mixed,80.1
6,59.3,55.1,high,medium,public,10,low,high,6,none,4,balanced,74.8
5,97.5,38.3,medium,medium,public,7,mid,medium,11,none,5,balanced,69.7
4,60.5,99.8,high,medium,public,3,low,medium,10,moderate,6,junk-heavy,59.2
2,63.0,85.1,medium,medium,public,0,low,medium,4,low,1,mixed,38.6
4,98.5,58.6,medium,medium,public,5,low,medium,8,low,1,mixed,73.8
3,86.7,87.6,medium,medium,public,7,low,low,4,moderate,4,balanced,71.4
1,85.0,77.6,medium,low,public,2,low,medium,5,moderate,2,junk-heavy,42.8
8,92.6,85.3,medium,low,private,1,low,medium,6,low,7,junk-heavy,68.9
5,55.8,87.1,high,medium,public,5,mid,high,5,high,3,junk-heavy,57.9
4,85.3,35.9,medium,medium,public,0,mid,medium,8,low,7,junk-heavy,40.3
8,75.2,73.6,medium,high,private,10,mid,low,7,low,2,junk-heavy,94.5
7,91.5,30.5,medium,medium,public,4,mid,medium,10,low,5,balanced,83.5
2,75.4,33.0,low,medium,international,5,high,low,9,moderate,2,junk-heavy,54.0
1,81.0,93.3,high,medium,public,7,mid,medium,6,high,4,balanced,72.5
4,73.9,66.9,high,low,private,6,low,medium,5,low,6,balanced,65.2
8,73.9,81.5,medium,low,private,5,low,low,11,none,6,balanced,98.0
2,88.4,88.7,high,low,private,1,low,low,7,low,2,balanced,70.0
3,81.4,96.5,medium,low,international,7,high,low,8,none,1,junk-heavy,77.1
1,81.7,90.9,medium,medium,public,7,low,medium,7,moderate,4,balanced,59.1
1,72.5,63.8,medium,medium,public,10,mid,medium,5,moderate,7,junk-heavy,38.3
3,76.6,53.5,medium,medium,private,4,low,low,5,low,4,mixed,51.7
5,87.3,40.8,high,medium,public,2,low,medium,8,high,7,balanced,69.6
3,91.3,58.0,medium,low,private,10,mid,medium,8,moderate,4,balanced,67.1
1,84.8,55.7,medium,medium,public,7,low,high,7,low,2,junk-heavy,39.9
1,96.2,69.2,medium,medium,private,4,mid,medium,7,none,1,balanced,52.7
8,91.0,76.6,low,high,public,2,high,medium,9,low,2,junk-heavy,90.4
2,78.1,98.5,medium,high,public,8,low,medium,9,moderate,5,balanced,72.0
3,83.6,81.0,medium,medium,international,8,mid,high,5,moderate,6,balanced,66.4
2,96.3,75.1,high,medium,public,6,low,low,8,moderate,3,mixed,68.6
3,81.0,53.5,high,low,public,7,high,medium,4,low,3,balanced,63.1
7,91.2,32.4,medium,low,public,4,mid,medium,8,none,6,balanced,70.9
1,84.4,50.2,high,high,private,4,low,medium,6,high,3,balanced,61.5
8,77.6,83.8,low,medium,private,4,high,medium,6,high,6,balanced,93.0
2,62.1,44.4,medium,medium,private,1,low,high,8,high,5,balanced,36.4
3,71.3,79.9,medium,high,public,2,low,high,7,high,5,balanced,51.4
9,98.4,70.6,low,medium,public,7,mid,medium,6,none,5,junk-heavy,84.5
7,82.9,42.0,high,low,public,5,mid,medium,11,low,1,mixed,87.6
4,78.2,48.3,low,low,public,8,mid,high,10,high,4,junk-heavy,48.2
5,96.6,64.7,high,low,public,6,mid,medium,9,high,6,junk-heavy,72.2
2,79.3,59.3,medium,medium,private,5,mid,high,5,none,7,mixed,34.4
8,76.3,84.5,low,medium,public,10,high,medium,5,low,5,mixed,83.6
4,88.0,81.4,high,high,public,3,high,low,11,none,3,junk-heavy,80.9
9,85.6,70.2,medium,medium,public,6,mid,medium,10,moderate,6,mixed,98.0
5,59.7,87.6,medium,low,public,3,low,high,10,moderate,7,junk-heavy,48.2
9,73.6,69.4,medium,low,public,6,high,high,11,moderate,7,mixed,82.8
4,73.6,97.5,low,medium,public,4,mid,high,5,low,3,junk-heavy,46.7
5,68.9,45.2,high,high,public,1,high,high,11,low,6,mixed,69.1
9,75.9,80.0,medium,low,private,6,low,medium,9,low,6,junk-heavy,89.5
8,70.7,55.9,low,high,public,7,mid,low,8,low,2,junk-heavy,86.0
3,60.0,49.5,high,medium,private,9,high,medium,6,high,7,junk-heavy,52.1
1,70.6,42.6,medium,low,public,10,mid,low,7,none,4,mixed,55.2
3,53.6,68.7,medium,high,private,1,mid,high,11,low,5,mixed,55.6
4,78.8,45.1,medium,low,public,5,high,high,9,moderate,4,balanced,61.8
2,92.7,44.0,medium,medium,public,3,mid,high,11,low,5,junk-heavy,43.2
1,86.3,99.3,low,low,public,4,mid,medium,9,high,3,balanced,50.9
7,68.0,86.1,medium,high,public,0,low,low,5,low,4,balanced,78.6
8,54.4,82.4,high,high,international,5,mid,medium,10,high,4,mixed,98.0
7,60.1,85.6,low,high,private,10,low,low,9,high,5,junk-heavy,93.2
5,77.3,97.8,medium,low,public,7,low,medium,9,none,5,balanced,71.7
1,60.4,70.1,medium,low,public,1,mid,medium,7,low,7,junk-heavy,25.0
7,77.2,45.4,medium,medium,public,0,low,high,11,low,4,junk-heavy,65.7
7,61.6,90.4,high,low,private,8,high,medium,9,low,6,balanced,96.6
9,92.4,82.0,medium,medium,private,1,mid,high,5,low,5,balanced,87.0
3,69.9,59.0,low,medium,public,7,mid,medium,9,high,4,junk-heavy,54.4
9,62.3,63.1,medium,low,public,4,low,high,8,none,2,balanced,73.8
1,90.6,58.8,low,medium,public,1,low,low,5,none,4,balanced,31.8
1,67.1,95.1,medium,high,public,4,low,low,8,none,1,balanced,70.7
4,55.6,54.0,low,high,public,8,low,high,11,moderate,4,mixed,47.5
9,78.5,97.4,medium,medium,private,5,high,medium,10,high,7,balanced,98.0
6,79.1,93.7,medium,medium,private,2,mid,medium,6,low,7,mixed,61.6
3,85.7,74.1,medium,low,public,7,high,high,10,none,6,junk-heavy,55.8
1,62.0,70.6,medium,low,private,0,mid,medium,10,none,2,balanced,55.3
4,72.2,55.9,low,medium,public,8,mid,medium,11,none,2,junk-heavy,59.0
9,64.1,31.3,high,high,public,8,mid,low,6,moderate,6,junk-heavy,98.0
3,54.0,38.9,medium,low,international,3,low,medium,7,low,7,mixed,43.0
9,93.8,82.8,high,low,public,7,mid,medium,11,high,7,mixed,98.0
7,86.4,63.0,medium,low,public,10,low,medium,9,none,3,balanced,94.4
4,65.1,40.5,high,low,public,10,mid,high,5,high,6,mixed,47.9
3,80.0,48.5,medium,low,private,2,low,medium,6,low,3,balanced,49.3
5,60.1,96.3,medium,medium,public,5,mid,high,9,high,7,balanced,70.1
5,94.5,55.7,medium,medium,private,9,low,low,4,high,1,balanced,81.1
3,55.7,93.5,medium,low,public,9,low,high,4,high,5,junk-heavy,32.9
9,50.2,51.3,medium,low,public,7,mid,high,7,high,5,balanced,71.1
4,75.1,68.0,medium,medium,public,10,low,high,9,none,2,junk-heavy,59.6
5,79.2,31.4,medium,medium,public,8,low,medium,10,none,2,mixed,71.5
4,78.9,66.5,low,low,private,7,low,medium,6,moderate,3,mixed,56.9
5,52.7,74.6,medium,high,private,8,low,low,8,high,7,mixed,66.3
7,65.7,46.4,medium,medium,public,3,high,medium,9,none,2,balanced,83.3
9,75.0,70.5,low,medium,public,9,mid,low,4,high,4,junk-heavy,89.0
7,60.8,75.3,medium,high,public,0,high,high,9,moderate,4,mixed,72.9
5,93.6,78.1,medium,medium,private,6,low,high,6,none,1,balanced,82.7
7,54.4,84.3,medium,high,public,10,low,low,8,none,7,mixed,87.1
5,74.4,51.8,medium,high,private,9,mid,medium,5,none,4,balanced,70.5
3,84.6,69.7,medium,low,public,3,low,high,10,none,1,junk-heavy,44.1
7,63.1,98.7,high,high,private,0,low,medium,9,moderate,3,mixed,90.8
2,81.2,92.9,medium,low,private,2,mid,medium,6,low,4,mixed,49.9
9,91.5,96.7,high,low,public,6,mid,high,11,moderate,1,junk-heavy,92.4
1,59.5,57.0,medium,high,private,10,low,medium,11,moderate,7,mixed,54.5
6,95.9,85.1,high,high,private,2,low,high,5,high,5,balanced,77.4
7,77.7,73.4,high,medium,private,0,mid,high,4,moderate,1,junk-heavy,80.7
8,65.0,35.8,medium,low,public,6,low,low,5,moderate,6,junk-heavy,62.3
9,71.5,87.7,medium,medium,public,7,high,low,11,high,7,junk-heavy,94.3
2,65.6,77.4,medium,medium,private,4,high,high,4,low,4,junk-heavy,37.4
2,86.3,43.9,medium,low,private,5,high,medium,7,low,1,mixed,59.7
5,89.8,35.6,high,high,private,2,low,low,7,high,6,balanced,74.2
5,91.6,88.6,high,medium,public,4,low,low,4,none,3,balanced,75.1
6,99.3,35.5,high,low,public,2,high,low,8,none,2,mixed,75.2
3,89.6,36.4,high,low,international,1,low,high,7,low,5,junk-heavy,41.1
8,80.1,59.9,high,medium,public,6,low,medium,10,low,3,junk-heavy,82.1
1,67.0,39.4,medium,medium,international,9,low,medium,8,moderate,5,balanced,49.3
6,77.2,94.0,medium,low,public,10,low,high,11,none,5,balanced,75.6
4,52.1,62.9,medium,medium,public,6,mid,medium,8,low,6,balanced,55.5
1,87.2,69.8,medium,low,public,7,high,medium,8,high,1,balanced,61.8
7,72.3,95.0,low,medium,international,0,mid,high,11,moderate,7,junk-heavy,71.9
9,51.0,67.1,medium,medium,private,1,mid,low,6,moderate,2,mixed,92.3
4,53.1,54.8,medium,low,private,1,low,high,9,low,1,mixed,50.4
4,69.4,85.8,medium,medium,public,2,mid,low,11,low,1,balanced,84.1
6,79.2,61.0,high,medium,public,6,low,medium,10,none,4,balanced,80.7
3,73.2,52.3,medium,medium,private,6,low,medium,11,moderate,1,junk-heavy,55.7
6,81.0,80.6,low,medium,public,6,low,high,6,moderate,2,balanced,73.0
7,74.0,86.1,high,high,private,0,mid,medium,9,moderate,3,mixed,96.5
3,83.1,85.4,medium,high,private,1,low,low,9,high,6,junk-heavy,57.8
7,61.0,98.4,medium,low,public,7,high,medium,8,none,1,mixed,82.0
3,55.6,85.1,medium,medium,private,8,high,medium,4,low,2,balanced,63.8
2,79.8,83.9,medium,low,private,9,low,medium,9,moderate,1,balanced,76.1
4,74.2,90.0,high,low,international,6,mid,medium,7,moderate,6,balanced,78.2
8,51.3,30.0,medium,low,public,0,mid,high,5,none,5,balanced,54.2
9,69.0,55.4,low,high,private,3,high,high,6,none,6,junk-heavy,62.4
7,55.3,81.6,medium,medium,public,9,high,medium,6,high,1,mixed,88.4
1,76.6,72.0,high,low,public,7,low,medium,10,moderate,4,balanced,63.3
3,69.8,42.4,medium,low,public,4,low,medium,5,low,5,balanced,38.7
9,80.7,51.3,high,high,public,0,low,high,8,high,2,balanced,95.6
1,90.3,53.6,medium,medium,public,6,mid,low,10,none,6,junk-heavy,53.0
9,65.0,69.7,high,medium,public,5,low,medium,10,high,1,junk-heavy,90.9
8,98.1,88.2,high,high,private,8,mid,medium,9,none,7,mixed,98.0
1,76.8,95.3,high,medium,public,3,low,high,10,moderate,5,mixed,59.5
6,80.9,82.5,medium,low,public,3,high,medium,5,moderate,5,junk-heavy,64.8
5,84.0,89.0,high,medium,public,7,low,high,8,moderate,3,junk-heavy,74.7
6,83.3,62.9,medium,high,public,3,low,low,10,none,5,mixed,78.4
5,75.5,57.3,high,high,public,2,mid,medium,6,moderate,6,balanced,75.8
6,71.4,57.5,medium,low,public,6,low,medium,10,none,2,balanced,77.7
5,52.7,73.1,low,low,private,4,mid,high,5,none,7,balanced,43.2
5,51.1,38.7,medium,low,private,8,mid,medium,9,low,1,balanced,75.0
4,67.9,70.6,medium,medium,public,4,high,medium,11,moderate,6,balanced,80.4
3,66.7,76.6,medium,medium,public,8,high,low,4,low,5,balanced,64.3
3,69.4,60.7,medium,low,public,5,high,medium,7,none,7,balanced,49.5
4,56.9,96.7,medium,medium,public,5,mid,low,7,low,2,mixed,80.0
9,86.9,72.6,high,medium,public,10,mid,medium,7,none,3,junk-heavy,98.0
2,92.8,45.4,low,medium,private,5,low,low,5,moderate,1,balanced,58.8
9,96.9,63.5,medium,high,public,6,mid,medium,10,moderate,4,mixed,98.0
1,74.6,77.3,high,medium,private,10,high,medium,10,low,5,junk-heavy,68.5
1,85.0,52.7,medium,medium,public,3,low,medium,9,high,5,balanced,44.3
5,92.8,35.6,medium,medium,public,3,mid,low,11,moderate,3,mixed,78.4
6,70.9,70.8,medium,high,private,8,high,medium,8,high,2,balanced,95.3
6,65.5,96.4,medium,low,public,6,high,medium,9,moderate,3,mixed,93.5
3,96.8,64.0,low,high,public,10,low,high,11,low,2,mixed,72.4
7,75.8,93.4,medium,low,public,9,low,medium,9,moderate,1,mixed,88.6
9,74.9,88.5,high,low,public,5,low,medium,10,none,5,junk-heavy,84.2
8,58.9,40.3,medium,low,public,0,mid,high,10,moderate,4,mixed,67.6
6,55.4,79.6,low,high,public,6,low,medium,6,high,3,balanced,69.5
8,92.1,60.5,high,medium,public,5,low,high,7,low,6,balanced,95.6
5,80.7,47.5,medium,low,private,3,low,medium,5,low,4,junk-heavy,40.9
8,66.3,78.1,low,high,public,7,low,medium,7,low,4,mixed,87.0
4,59.6,82.0,high,medium,public,6,mid,medium,9,low,5,junk-heavy,63.9
8,77.8,42.6,low,high,public,7,mid,high,8,moderate,5,mixed,72.5
2,79.2,94.0,high,low,international,8,high,low,10,none,7,balanced,81.3
5,60.3,82.6,medium,low,private,0,low,high,4,low,7,mixed,35.3
9,92.6,95.3,high,medium,international,2,mid,medium,10,moderate,6,mixed,98.0
4,54.2,52.2,medium,medium,public,1,mid,high,4,moderate,4,junk-heavy,26.8
6,67.8,95.8,medium,medium,public,2,low,medium,11,moderate,1,mixed,87.5
1,84.0,55.8,medium,medium,private,10,high,medium,10,low,6,balanced,65.6
9,63.7,33.8,high,medium,public,10,low,high,11,moderate,4,mixed,94.0
1,91.4,83.4,high,low,public,1,mid,high,11,low,2,mixed,58.0
5,87.0,79.2,medium,medium,public,10,mid,medium,9,low,6,balanced,75.6
4,89.5,71.9,high,medium,public,5,mid,medium,6,low,7,junk-heavy,60.0
3,56.0,64.3,medium,low,private,8,low,medium,4,moderate,2,junk-heavy,53.5
6,57.0,32.3,low,low,public,1,mid,medium,4,none,2,balanced,48.7
2,64.3,73.7,low,medium,public,3,mid,high,10,none,2,balanced,47.3
3,75.9,59.2,high,high,international,4,mid,low,5,moderate,3,balanced,72.0
5,87.4,69.2,high,low,public,4,high,low,10,low,7,junk-heavy,74.9
9,91.8,60.1,medium,low,public,0,mid,high,11,high,1,junk-heavy,90.8
2,85.2,97.6,high,low,international,5,low,medium,5,high,3,mixed,66.4
8,96.4,72.3,medium,high,public,4,low,medium,11,moderate,3,balanced,98.0
2,86.9,82.4,medium,medium,private,5,mid,medium,6,moderate,2,junk-heavy,64.0
5,65.3,95.5,low,high,public,3,mid,high,9,moderate,1,balanced,76.7
7,63.3,71.4,high,high,private,10,low,medium,10,none,7,junk-heavy,86.4
8,84.8,30.8,low,medium,international,5,low,medium,6,moderate,1,mixed,84.0
1,59.6,32.4,medium,low,public,8,low,high,9,moderate,4,balanced,31.5
6,54.6,79.2,medium,medium,public,0,mid,medium,5,moderate,6,balanced,65.0
1,76.6,49.5,medium,low,public,5,mid,medium,10,high,3,junk-heavy,50.0
2,91.1,70.6,medium,low,public,0,mid,low,4,high,6,balanced,44.1
1,55.1,44.2,medium,low,private,6,low,high,9,low,6,junk-heavy,28.9
5,89.6,48.9,high,medium,public,3,mid,high,8,moderate,1,balanced,75.4
9,90.6,65.3,medium,medium,public,5,mid,medium,4,moderate,7,balanced,84.9
6,74.1,98.3,medium,medium,private,6,low,low,4,high,5,junk-heavy,70.1
1,52.9,73.1,high,medium,public,10,low,medium,8,none,6,mixed,51.5
1,58.7,95.5,medium,low,private,4,mid,medium,11,moderate,3,junk-heavy,53.3
2,85.4,97.2,high,medium,public,8,high,high,6,low,6,balanced,58.1
9,85.6,44.6,medium,medium,public,7,low,medium,5,low,1,balanced,87.9
3,94.9,51.8,low,low,public,2,high,low,6,none,5,mixed,54.1
1,79.1,83.9,low,medium,international,0,low,medium,6,high,6,mixed,38.4
5,56.2,90.7,high,medium,public,10,low,medium,10,moderate,5,balanced,78.9
7,56.1,66.3,high,low,public,9,mid,low,10,moderate,5,mixed,97.0
6,86.1,99.5,medium,low,public,7,mid,high,6,low,2,mixed,69.9
1,59.2,30.8,medium,high,private,3,low,medium,5,moderate,7,balanced,40.0
5,66.4,51.0,low,low,public,6,mid,medium,6,high,7,mixed,53.9
5,74.4,73.6,low,medium,private,3,low,medium,10,none,7,junk-heavy,52.6
6,51.2,62.9,medium,high,public,6,mid,medium,6,high,4,balanced,71.8
3,62.4,38.2,low,medium,public,0,low,high,7,low,6,balanced,25.0
5,70.4,55.7,medium,low,public,0,mid,medium,4,high,6,balanced,51.4
7,64.0,31.8,medium,high,public,1,mid,medium,11,moderate,4,mixed,71.0
5,56.8,75.0,high,medium,international,4,mid,medium,10,low,1,mixed,83.5
5,86.4,92.5,medium,medium,public,10,mid,high,7,low,7,balanced,77.3
5,90.7,91.9,medium,medium,private,9,mid,high,5,low,1,junk-heavy,71.8
3,62.9,79.0,medium,medium,public,5,mid,medium,9,low,6,junk-heavy,59.0
1,88.7,62.6,low,high,private,1,high,high,9,moderate,7,junk-heavy,32.6
5,69.3,65.8,high,high,public,0,mid,medium,8,none,6,mixed,47.6
9,75.3,39.6,low,medium,international,8,mid,medium,9,high,4,junk-heavy,82.1
1,92.8,53.9,low,high,public,6,mid,high,8,moderate,5,balanced,51.9
3,87.5,43.1,medium,high,private,7,mid,medium,9,high,1,balanced,85.9
4,90.3,87.5,high,high,public,5,low,high,7,moderate,6,junk-heavy,62.0
1,56.8,94.0,low,medium,public,8,mid,medium,7,low,2,junk-heavy,45.8
1,53.5,67.6,low,low,public,7,low,medium,11,none,7,junk-heavy,27.6
8,94.7,80.9,low,medium,private,3,low,medium,7,moderate,2,junk-heavy,90.3
2,69.4,38.5,medium,low,public,4,mid,high,4,moderate,4,mixed,31.5
8,64.4,72.6,medium,medium,private,1,low,medium,5,high,1,junk-heavy,70.4
7,86.2,79.2,low,low,public,0,high,medium,10,low,1,mixed,90.3
2,91.8,61.7,high,high,international,5,mid,high,11,moderate,6,balanced,75.3
6,93.1,47.0,high,medium,private,2,mid,low,9,moderate,6,mixed,71.6
6,65.8,91.4,medium,medium,public,10,low,medium,9,moderate,7,balanced,77.5
3,92.6,82.0,medium,medium,public,3,mid,medium,9,none,5,junk-heavy,57.2
2,52.0,93.0,medium,low,public,0,mid,low,6,low,1,junk-heavy,35.1
1,52.5,87.3,medium,medium,public,5,low,high,7,high,4,balanced,46.0
6,81.2,99.3,medium,medium,public,7,high,high,4,high,1,mixed,76.7
5,53.2,43.5,low,high,private,9,low,low,8,moderate,6,balanced,78.7
9,66.2,36.1,medium,low,private,3,mid,high,10,high,1,junk-heavy,77.8
1,83.6,53.6,medium,low,public,9,high,medium,10,high,2,mixed,53.8
7,66.9,39.0,medium,medium,public,7,high,medium,8,moderate,4,balanced,89.3
5,59.0,66.6,medium,low,public,10,mid,low,8,moderate,3,mixed,83.9
5,64.1,74.3,low,low,public,9,mid,high,7,moderate,4,junk-heavy,47.8
2,72.9,70.5,high,low,public,2,high,medium,8,low,4,mixed,50.7
3,73.8,48.1,low,medium,private,10,high,low,8,moderate,6,junk-heavy,62.9
7,89.2,93.6,high,low,international,6,mid,high,8,moderate,3,junk-heavy,92.0
6,87.5,31.5,medium,medium,public,2,mid,medium,6,low,7,balanced,71.6
2,72.8,54.4,high,high,public,5,mid,high,8,high,6,mixed,57.4
6,92.3,80.3,medium,medium,public,3,low,high,4,low,3,balanced,79.0
2,55.7,83.7,high,medium,international,5,low,low,7,none,2,junk-heavy,59.5
2,62.8,59.1,medium,medium,public,6,mid,high,9,low,5,balanced,52.3
2,91.4,31.2,medium,low,public,7,low,high,6,moderate,4,balanced,40.2
3,68.9,73.3,low,low,private,5,mid,medium,6,none,4,balanced,48.3
2,99.1,34.4,medium,low,public,3,mid,high,7,none,4,mixed,34.9
4,73.3,37.5,medium,medium,public,8,mid,medium,8,low,4,junk-heavy,54.2
9,89.6,75.5,medium,medium,public,6,low,medium,9,low,2,junk-heavy,80.2
6,70.1,51.9,medium,high,private,8,mid,medium,11,low,4,mixed,85.1
1,71.2,54.4,low,high,public,2,high,high,9,low,3,mixed,47.5
8,69.1,64.1,medium,low,international,4,mid,low,8,none,3,balanced,90.0
7,86.0,98.5,medium,medium,international,0,low,medium,5,none,1,junk-heavy,74.3
3,77.4,97.6,low,low,private,10,mid,high,11,moderate,2,mixed,69.2
1,97.2,59.1,high,medium,public,7,high,low,8,low,1,balanced,80.4
5,62.5,48.6,high,low,private,0,mid,medium,10,low,4,junk-heavy,67.5
4,55.0,51.2,high,high,public,0,mid,medium,9,none,7,junk-heavy,55.2
8,69.7,48.8,high,high,public,6,low,medium,4,low,2,balanced,91.5
1,80.8,67.3,low,low,public,10,low,medium,8,high,7,mixed,36.4
1,93.0,72.5,high,medium,private,7,low,low,7,low,2,balanced,82.4
4,67.3,64.2,medium,medium,private,2,low,medium,8,high,5,balanced,66.6
8,82.7,58.6,low,medium,international,1,mid,medium,7,low,5,mixed,66.4
5,67.5,44.8,high,medium,private,6,mid,medium,6,low,7,mixed,54.7
2,80.9,63.8,medium,medium,private,9,mid,low,5,high,1,balanced,66.3
6,94.2,53.9,medium,high,private,4,low,medium,6,high,1,balanced,84.2
5,61.6,67.9,low,medium,international,0,mid,high,7,low,3,mixed,57.4
2,70.2,77.3,medium,medium,public,1,mid,medium,10,none,7,balanced,53.4
3,99.7,74.3,medium,high,public,2,high,medium,5,moderate,3,junk-heavy,63.5
9,93.4,62.4,medium,high,public,5,low,low,6,moderate,6,balanced,96.0
7,78.2,68.9,low,medium,public,0,low,medium,8,high,7,mixed,71.3
7,75.8,49.9,medium,low,private,7,mid,high,9,low,6,mixed,69.8
6,64.2,31.7,medium,medium,international,1,mid,medium,10,none,7,junk-heavy,53.2
8,75.9,73.8,medium,high,international,4,high,medium,9,moderate,6,mixed,94.4
4,92.4,47.7,high,low,public,7,mid,medium,10,none,3,mixed,82.6
