study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
1,79.5,33.8,medium,medium,public,8,low,medium,4,high,2,mixed,38.7
7,87.2,93.3,high,medium,public,6,low,medium,10,none,5,mixed,90.6
6,80.7,53.8,high,low,private,3,mid,medium,7,moderate,2,mixed,71.7
7,86.4,91.7,high,medium,public,3,mid,high,4,low,1,mixed,91.7
3,80.0,47.8,medium,low,private,7,mid,high,11,high,2,mixed,62.4
1,58.2,50.8,low,medium,public,10,low,high,8,moderate,2,mixed,38.5
6,65.3,94.1,low,medium,private,1,high,low,4,low,1,balanced,72.9
4,94.9,31.1,low,high,public,10,mid,medium,11,none,2,mixed,72.3
8,76.4,33.9,medium,high,private,0,mid,medium,6,moderate,1,balanced,91.8
5,85.1,58.4,medium,high,public,5,mid,low,5,high,7,balanced,75.5
6,59.2,93.4,high,medium,private,1,low,high,10,low,3,junk-heavy,62.8
7,82.6,91.7,medium,medium,private,3,high,medium,5,moderate,2,mixed,98.0
9,61.5,43.6,medium,medium,public,5,low,low,6,low,7,balanced,80.2
9,79.5,66.4,medium,low,public,6,high,low,7,high,2,mixed,89.1
7,55.3,77.8,high,high,private,6,mid,high,8,moderate,6,balanced,81.9
6,70.2,31.2,medium,low,private,1,mid,high,11,moderate,6,junk-heavy,49.7
4,50.1,73.6,medium,medium,public,1,low,medium,6,low,7,junk-heavy,39.8
2,94.7,52.3,high,high,international,8,high,medium,11,low,7,balanced,81.0
5,59.0,66.6,medium,low,public,10,mid,low,8,moderate,3,mixed,83.9
4,65.0,97.8,low,low,public,0,high,medium,8,low,5,mixed,58.1
8,99.6,78.2,medium,low,private,10,mid,medium,9,low,5,junk-heavy,98.0
7,99.7,50.4,medium,medium,private,8,mid,medium,8,none,2,mixed,91.3
4,61.2,33.7,low,medium,public,5,high,high,4,high,5,mixed,32.8
5,67.5,44.8,high,medium,private,6,mid,medium,6,low,7,mixed,54.7
5,97.8,83.6,low,medium,public,4,low,low,10,low,2,balanced,84.8
5,66.8,94.5,medium,medium,private,6,mid,medium,7,high,4,balanced,72.4
2,87.6,50.1,medium,medium,public,10,low,medium,10,high,6,junk-heavy,49.0
6,70.7,60.7,high,low,private,4,mid,medium,5,low,6,mixed,74.4
9,76.0,60.4,medium,high,public,6,mid,high,5,moderate,1,balanced,98.0
6,59.4,77.3,medium,medium,public,7,low,medium,5,moderate,1,balanced,73.9
9,68.7,78.4,medium,medium,private,7,low,medium,6,moderate,5,mixed,86.1
6,76.2,90.4,high,medium,public,2,mid,low,6,moderate,2,mixed,92.6
9,59.6,41.8,high,low,international,7,mid,high,9,low,3,mixed,89.3
8,92.0,51.7,low,low,international,6,mid,low,9,high,1,balanced,98.0
8,68.4,80.4,medium,medium,public,1,low,medium,8,none,7,balanced,75.5
7,76.8,94.2,high,medium,international,0,high,medium,10,low,7,junk-heavy,88.2
6,75.5,95.7,low,medium,public,10,mid,medium,7,none,2,junk-heavy,70.9
1,72.2,97.1,medium,medium,public,8,low,medium,11,low,3,mixed,67.7
5,69.4,71.3,low,low,public,2,low,high,7,moderate,5,junk-heavy,32.5
7,98.6,62.1,medium,high,public,4,low,low,9,low,2,junk-heavy,83.3
3,65.1,59.2,medium,medium,public,6,high,medium,6,low,2,balanced,63.6
6,68.5,53.7,medium,medium,public,4,low,medium,4,moderate,4,junk-heavy,53.9
7,70.3,70.9,low,medium,public,5,low,low,8,moderate,4,balanced,82.9
2,65.6,36.2,medium,high,private,10,high,medium,6,high,6,balanced,56.5
1,62.8,92.2,low,low,public,5,low,medium,11,none,1,junk-heavy,43.7
1,74.6,99.3,high,medium,private,0,low,medium,4,moderate,3,mixed,55.1
8,51.6,45.7,medium,high,international,5,high,low,8,high,4,balanced,98.0
7,78.0,84.0,high,high,private,6,mid,medium,5,low,4,balanced,98.0
9,76.6,85.0,high,high,private,6,mid,high,10,low,3,balanced,98.0
7,78.1,82.5,high,medium,public,7,high,medium,7,moderate,5,junk-heavy,89.6
4,90.7,39.8,medium,low,international,9,high,medium,4,high,5,mixed,56.7
8,68.5,73.9,low,low,public,1,low,high,8,low,6,balanced,57.0
1,81.1,99.2,medium,high,public,9,low,high,5,none,6,junk-heavy,31.1
3,55.9,86.0,low,medium,public,8,low,medium,7,moderate,7,balanced,47.8
4,90.5,64.6,low,high,public,3,mid,medium,10,moderate,7,junk-heavy,59.0
1,62.2,97.0,medium,medium,private,10,high,low,7,none,6,balanced,73.3
4,51.6,36.4,high,high,public,1,high,low,9,low,4,mixed,68.4
8,61.1,99.8,high,low,public,5,mid,medium,9,moderate,3,mixed,97.3
3,92.3,90.1,medium,low,private,0,high,medium,5,none,2,junk-heavy,58.0
2,98.7,53.4,low,medium,private,9,low,medium,10,high,7,mixed,55.4
3,57.0,75.5,medium,low,public,8,mid,high,9,low,7,balanced,56.9
1,53.1,71.2,low,low,public,6,mid,medium,4,high,1,junk-heavy,28.9
6,99.1,57.1,high,medium,public,2,low,low,8,moderate,5,junk-heavy,79.0
3,76.9,92.6,medium,medium,private,2,high,low,9,none,3,junk-heavy,70.1
9,81.8,97.1,high,medium,public,7,high,low,6,none,7,junk-heavy,94.1
9,60.4,61.3,medium,medium,private,3,high,medium,10,none,6,mixed,82.7
6,64.2,92.0,medium,medium,public,1,high,medium,11,moderate,4,mixed,80.9
6,73.2,43.3,medium,low,private,6,low,medium,5,low,3,mixed,55.9
5,70.8,46.0,high,high,international,2,low,medium,5,low,4,junk-heavy,69.0
2,60.6,33.6,medium,medium,public,10,low,low,8,none,4,balanced,52.8
9,73.9,61.1,high,medium,private,7,mid,medium,4,low,3,balanced,98.0
6,65.8,91.4,medium,medium,public,10,low,medium,9,moderate,7,balanced,77.5
4,87.0,69.7,high,low,international,7,low,low,10,low,6,balanced,84.8
1,90.3,93.6,high,low,public,0,low,medium,7,none,7,balanced,32.3
6,74.1,98.3,medium,medium,private,6,low,low,4,high,5,junk-heavy,70.1
6,76.9,95.5,medium,medium,public,3,low,low,6,moderate,2,mixed,77.6
4,69.8,47.7,low,medium,private,5,high,medium,9,none,1,junk-heavy,64.9
7,97.4,78.6,medium,low,public,5,low,low,10,none,4,junk-heavy,78.2
8,80.5,88.1,low,medium,private,4,mid,medium,8,low,4,balanced,83.8
4,85.3,93.5,high,medium,public,5,mid,medium,7,none,1,mixed,65.8
7,54.5,94.3,medium,high,private,3,mid,high,10,moderate,3,junk-heavy,73.3
2,85.1,88.6,low,high,international,5,low,low,5,low,1,balanced,82.1
5,85.8,80.3,high,low,public,9,mid,medium,4,low,1,mixed,88.4
3,69.3,77.9,high,medium,public,4,high,medium,11,none,5,mixed,72.6
5,67.1,88.7,medium,medium,public,2,mid,high,4,low,7,mixed,35.8
4,99.1,72.0,medium,medium,private,10,low,high,9,low,4,balanced,73.2
8,54.1,95.2,high,low,public,4,mid,high,6,moderate,1,balanced,91.1
4,75.7,49.0,high,medium,public,5,low,high,4,high,1,balanced,70.5
3,89.6,35.4,medium,high,public,9,mid,medium,5,moderate,1,junk-heavy,59.5
8,95.4,75.6,medium,medium,public,7,high,medium,5,moderate,3,mixed,96.0
3,78.7,96.5,medium,medium,public,9,low,high,6,moderate,3,balanced,67.4
1,74.2,47.9,medium,low,public,9,mid,medium,10,moderate,6,mixed,51.9
6,75.0,49.9,high,high,private,3,mid,medium,10,moderate,4,junk-heavy,79.2
2,88.9,97.6,low,high,public,1,mid,low,7,low,7,mixed,52.6
9,86.9,31.1,medium,low,public,4,mid,medium,5,low,5,junk-heavy,62.9
5,83.0,78.6,medium,low,private,1,low,low,11,moderate,4,balanced,80.8
2,77.0,84.8,high,low,private,8,mid,medium,5,low,6,balanced,65.4
2,55.7,65.7,medium,medium,international,6,low,medium,8,low,2,balanced,57.9
3,50.8,94.9,medium,medium,public,10,mid,high,5,moderate,1,junk-heavy,46.6
2,89.6,79.4,low,medium,private,5,high,medium,4,high,3,junk-heavy,53.4
1,50.7,94.7,high,high,public,1,low,low,10,moderate,6,balanced,65.3
6,83.0,63.5,high,medium,international,4,mid,low,11,high,2,balanced,98.0
2,97.0,30.2,high,medium,public,9,low,low,10,low,6,mixed,68.6
5,75.1,88.4,medium,medium,public,5,low,medium,6,low,5,balanced,69.2
6,60.3,36.3,medium,medium,public,3,low,medium,10,low,2,balanced,77.4
2,58.8,50.8,high,medium,public,10,mid,high,6,low,2,mixed,44.4
5,57.8,67.0,medium,low,international,2,mid,low,5,low,5,junk-heavy,57.5
6,65.9,32.8,low,medium,public,4,mid,high,4,moderate,7,balanced,42.2
7,54.8,52.7,medium,low,public,10,low,medium,8,high,1,balanced,90.8
6,68.0,40.7,medium,medium,international,8,mid,medium,7,low,6,mixed,68.0
4,60.0,31.0,medium,medium,private,7,low,high,10,high,2,mixed,57.9
8,60.0,99.2,high,high,public,8,mid,high,9,low,4,balanced,97.9
5,80.0,77.2,medium,medium,public,3,low,medium,5,none,2,balanced,65.3
2,54.9,84.6,medium,low,private,2,high,medium,7,moderate,6,junk-heavy,38.8
4,76.6,67.4,high,high,public,5,high,medium,7,high,6,junk-heavy,65.0
4,91.1,38.9,high,high,public,3,mid,low,8,low,7,junk-heavy,68.0
5,80.7,47.5,medium,low,private,3,low,medium,5,low,4,junk-heavy,40.9
4,51.4,34.6,low,low,public,8,low,medium,7,low,6,mixed,42.4
1,100.0,80.7,medium,high,private,4,low,medium,6,moderate,4,mixed,61.0
2,82.8,66.2,high,high,private,6,mid,high,11,moderate,7,mixed,76.2
3,91.4,35.8,high,low,private,10,low,low,4,low,7,junk-heavy,44.8
8,81.1,58.8,low,medium,public,10,low,medium,7,low,3,junk-heavy,73.0
2,88.5,35.8,high,low,private,6,low,medium,9,low,4,mixed,62.0
6,81.1,98.4,high,high,public,1,mid,high,4,low,3,balanced,78.1
7,76.4,71.4,medium,low,public,4,mid,medium,10,none,4,balanced,72.4
8,95.6,68.9,medium,medium,private,3,low,high,5,moderate,7,junk-heavy,72.0
3,54.7,38.2,high,medium,public,3,low,medium,7,none,1,junk-heavy,36.1
1,86.3,99.3,low,low,public,4,mid,medium,9,high,3,balanced,50.9
3,82.8,61.5,medium,medium,public,0,low,medium,9,moderate,2,balanced,60.0
4,92.6,53.7,medium,medium,private,5,low,medium,8,none,4,junk-heavy,56.5
8,57.4,33.9,medium,low,private,7,mid,high,6,none,7,balanced,62.7
2,76.1,60.2,medium,medium,public,3,high,medium,11,moderate,7,balanced,61.6
6,59.3,78.0,high,medium,private,1,mid,medium,6,high,3,balanced,81.0
1,76.4,57.0,high,high,private,3,low,high,9,none,4,mixed,63.0
5,82.0,51.7,low,high,public,0,mid,medium,5,moderate,5,mixed,49.8
8,92.0,68.4,high,medium,public,9,mid,low,10,low,3,junk-heavy,98.0
2,91.6,86.8,medium,medium,private,7,high,medium,6,moderate,5,mixed,63.8
6,52.9,41.0,medium,medium,public,10,high,medium,6,moderate,5,mixed,71.5
9,77.8,98.5,medium,medium,private,10,low,low,5,moderate,5,mixed,98.0
6,58.5,73.2,medium,medium,public,4,mid,high,9,none,3,balanced,72.4
8,83.4,62.3,medium,low,public,3,low,high,8,low,7,junk-heavy,53.4
4,74.2,90.0,high,low,international,6,mid,medium,7,moderate,6,balanced,78.2
8,76.1,40.5,high,low,public,10,mid,high,5,none,2,junk-heavy,70.9
9,97.2,86.2,medium,high,public,8,mid,low,9,low,4,junk-heavy,98.0
5,63.0,92.7,high,medium,international,8,mid,medium,4,low,5,junk-heavy,68.7
1,86.9,70.9,low,high,public,5,low,medium,6,low,3,mixed,45.9
7,99.6,48.0,medium,medium,public,10,low,high,6,none,1,junk-heavy,76.2
3,86.1,47.3,high,low,public,10,low,low,6,none,4,balanced,57.0
5,90.9,71.7,high,medium,private,1,mid,medium,4,high,1,balanced,82.6
8,85.9,45.7,high,medium,public,5,low,low,7,low,3,junk-heavy,81.9
9,69.5,91.0,medium,low,private,5,high,high,4,high,1,balanced,98.0
9,75.2,47.8,medium,low,private,9,low,low,8,moderate,6,balanced,92.3
5,64.7,51.5,low,medium,public,5,low,high,11,low,1,mixed,60.7
8,77.5,66.4,high,medium,public,6,mid,medium,5,high,2,mixed,90.8
7,92.4,80.7,medium,low,public,6,low,medium,4,high,7,balanced,73.5
7,67.2,96.4,low,medium,international,6,high,medium,5,high,7,balanced,78.5
3,76.9,43.2,medium,low,private,7,low,medium,10,low,7,junk-heavy,45.2
8,53.0,73.1,high,high,private,0,mid,medium,4,high,3,junk-heavy,77.1
2,59.8,88.7,high,medium,public,5,mid,high,9,moderate,7,balanced,59.5
4,99.1,69.3,medium,medium,public,9,mid,medium,6,high,2,balanced,86.6
5,67.4,87.3,medium,medium,public,1,mid,medium,10,moderate,7,mixed,66.1
3,67.2,68.4,medium,medium,public,4,low,medium,11,high,7,balanced,63.4
2,68.1,59.9,medium,medium,private,2,low,medium,7,moderate,1,balanced,55.3
5,91.7,52.9,medium,medium,private,10,low,low,6,low,1,balanced,90.5
1,84.4,50.2,high,high,private,4,low,medium,6,high,3,balanced,61.5
8,64.4,76.0,medium,medium,private,3,low,low,5,moderate,2,mixed,89.5
8,87.5,77.1,high,medium,public,0,low,high,5,low,7,junk-heavy,61.6
9,56.4,59.6,medium,high,public,2,low,medium,8,none,5,balanced,85.0
7,55.6,92.6,medium,high,international,5,low,high,11,high,5,mixed,90.6
5,67.1,35.5,medium,high,private,9,low,high,7,none,5,balanced,60.1
6,62.8,83.8,high,medium,private,7,low,medium,7,low,1,balanced,91.5
4,96.6,31.7,medium,low,international,8,mid,medium,4,none,6,balanced,57.5
3,50.7,34.8,low,low,public,10,low,high,11,high,1,balanced,58.1
5,80.2,31.3,high,medium,private,7,low,medium,10,moderate,7,junk-heavy,69.5
6,63.8,75.3,high,medium,public,9,mid,medium,7,none,3,balanced,94.4
2,89.5,68.7,high,medium,private,7,low,high,8,none,4,mixed,57.7
4,62.1,52.8,medium,high,international,7,mid,high,5,moderate,4,balanced,69.7
5,85.8,97.4,low,low,public,2,low,high,6,low,6,balanced,52.9
4,50.1,74.8,low,low,public,4,low,high,7,high,5,balanced,43.0
8,82.7,58.6,low,medium,international,1,mid,medium,7,low,5,mixed,66.4
9,59.7,35.4,low,low,public,6,mid,low,6,low,4,junk-heavy,68.0
2,99.8,33.3,medium,low,private,5,mid,high,10,moderate,1,balanced,66.5
1,70.7,41.0,high,low,public,2,mid,high,8,moderate,5,mixed,26.8
6,67.1,30.4,medium,low,international,4,high,medium,9,low,2,mixed,68.8
5,58.1,64.7,high,medium,public,2,mid,medium,6,none,4,mixed,62.1
9,78.8,98.2,low,high,private,7,mid,medium,9,low,2,junk-heavy,92.2
4,56.9,48.0,medium,medium,public,6,high,low,9,none,5,balanced,64.8
3,93.3,78.0,high,high,public,10,high,medium,10,none,1,junk-heavy,78.8
3,99.3,77.5,medium,medium,public,5,low,low,7,moderate,2,balanced,72.9
6,54.6,34.5,medium,medium,private,3,low,high,7,none,7,balanced,41.3
5,90.8,88.1,high,low,public,1,mid,medium,10,low,5,junk-heavy,66.3
4,95.2,89.0,medium,medium,public,9,low,medium,11,moderate,5,mixed,77.5
8,80.4,76.7,high,low,public,8,mid,medium,6,low,2,mixed,97.5
8,63.0,74.0,high,medium,public,5,low,medium,10,moderate,2,junk-heavy,90.7
1,81.1,98.5,medium,medium,public,10,low,high,9,moderate,5,balanced,56.0
2,71.1,53.8,low,high,public,4,mid,high,4,none,2,junk-heavy,35.2
5,99.9,64.0,medium,high,public,5,high,high,10,low,2,junk-heavy,74.2
5,63.7,98.6,high,low,public,7,mid,low,5,moderate,5,junk-heavy,72.7
2,53.0,39.9,low,medium,international,5,high,medium,6,low,5,mixed,45.9
8,62.0,48.2,high,low,public,1,mid,high,6,none,7,balanced,61.4
8,92.2,42.4,medium,low,public,5,mid,high,9,moderate,1,balanced,84.3
4,66.6,78.0,high,medium,private,4,high,medium,10,low,4,junk-heavy,79.6
2,75.0,74.4,low,medium,public,6,mid,medium,9,none,3,junk-heavy,58.8
2,83.6,33.0,high,medium,public,7,low,high,4,none,4,junk-heavy,27.9
8,60.5,53.0,high,low,private,4,low,high,8,moderate,2,balanced,83.7
2,95.2,67.3,high,high,private,0,mid,high,8,moderate,2,balanced,65.8
8,67.0,53.7,high,medium,private,10,mid,high,5,moderate,3,junk-heavy,85.4
9,50.5,77.5,medium,high,public,4,low,medium,11,low,4,balanced,97.7
7,97.8,56.6,medium,medium,private,3,low,high,6,high,3,balanced,78.7
6,70.8,63.9,high,medium,public,0,high,high,8,none,7,junk-heavy,50.7
4,61.5,62.9,medium,medium,private,9,mid,medium,11,moderate,4,junk-heavy,72.1
1,66.9,88.6,high,high,public,6,low,low,7,none,6,junk-heavy,57.8
4,81.5,92.0,medium,medium,public,8,low,medium,8,none,7,junk-heavy,56.0
7,87.5,62.0,medium,low,public,10,high,medium,10,none,7,balanced,90.3
6,90.3,86.1,medium,medium,private,0,low,medium,11,none,6,mixed,77.9
1,55.3,81.3,medium,medium,public,1,low,low,9,high,6,balanced,39.5
3,58.4,58.1,high,medium,private,9,low,medium,5,none,4,junk-heavy,52.8
8,70.8,78.9,medium,medium,public,10,mid,high,9,moderate,2,balanced,98.0
3,93.7,54.9,medium,high,public,8,high,high,5,moderate,3,mixed,57.8
9,91.3,38.4,high,high,private,9,mid,medium,4,moderate,3,mixed,97.4
4,58.6,47.8,medium,high,private,8,low,low,8,low,3,junk-heavy,57.7
4,85.7,82.1,medium,high,private,9,low,low,7,moderate,5,balanced,84.9
5,81.4,66.4,medium,low,public,3,mid,medium,5,none,6,balanced,58.4
2,67.8,86.0,medium,medium,private,0,mid,medium,5,high,6,junk-heavy,39.6
7,67.0,70.9,high,low,private,8,low,high,4,low,1,junk-heavy,70.8
8,65.1,66.6,high,low,public,3,mid,low,8,none,1,mixed,89.7
7,77.3,62.7,high,high,public,7,low,medium,7,low,5,balanced,85.3
7,78.6,79.2,medium,high,private,10,low,high,7,none,2,balanced,85.8
5,72.7,87.0,medium,medium,international,0,mid,low,7,low,4,balanced,88.5
4,54.3,61.2,medium,high,public,8,low,high,10,low,5,mixed,58.7
1,94.1,41.4,medium,low,public,6,mid,low,9,moderate,6,mixed,42.6
7,55.8,93.2,high,low,international,7,low,medium,11,low,6,junk-heavy,98.0
8,86.7,48.4,medium,medium,public,5,low,medium,10,low,5,junk-heavy,74.5
4,95.3,48.6,high,high,public,10,mid,high,6,moderate,2,junk-heavy,69.1
6,60.1,95.8,high,medium,public,9,high,low,8,low,6,balanced,98.0
5,91.2,47.8,high,medium,public,6,high,high,4,moderate,5,mixed,68.1
5,77.0,44.9,medium,medium,public,6,mid,medium,4,none,3,mixed,54.3
3,55.2,93.8,medium,medium,private,2,mid,high,8,high,5,balanced,54.5
4,69.4,85.8,medium,medium,public,2,mid,low,11,low,1,balanced,84.1
4,89.9,82.8,low,medium,public,0,mid,low,11,low,2,junk-heavy,68.6
4,72.3,50.0,low,medium,private,0,high,low,11,low,2,junk-heavy,51.8
8,99.8,85.0,medium,low,public,8,mid,high,8,moderate,3,junk-heavy,93.6
3,81.5,36.7,high,high,public,3,low,high,11,moderate,7,balanced,60.6
7,68.1,90.5,low,medium,public,2,low,medium,9,low,6,balanced,67.3
1,50.4,69.2,high,medium,public,9,high,medium,11,none,4,mixed,51.4
9,98.4,54.5,low,low,public,4,mid,low,4,low,5,junk-heavy,61.8
3,64.1,68.5,high,medium,public,0,mid,medium,4,low,6,junk-heavy,34.2
5,66.7,58.3,low,medium,private,4,low,high,10,moderate,1,mixed,71.7
7,63.8,80.6,low,medium,international,1,mid,medium,9,low,3,balanced,77.7
7,93.3,64.9,medium,low,private,0,low,low,6,none,1,mixed,68.4
4,94.4,88.3,medium,medium,international,8,mid,high,5,low,1,junk-heavy,73.5
2,94.2,98.8,medium,low,international,4,mid,high,5,moderate,6,balanced,51.5
8,58.5,73.1,high,medium,public,5,low,medium,9,none,4,junk-heavy,80.4
5,89.2,74.3,low,medium,public,5,mid,high,9,high,7,mixed,62.0
3,81.4,57.2,high,medium,public,5,mid,low,4,none,1,junk-heavy,55.6
3,54.8,99.3,medium,medium,public,2,low,medium,11,high,2,mixed,57.3
3,64.6,79.1,medium,medium,public,7,low,low,4,low,5,balanced,68.3
1,52.2,81.8,medium,low,public,6,mid,high,9,none,1,junk-heavy,36.8
8,76.4,69.4,medium,medium,public,5,mid,high,10,moderate,3,balanced,98.0
6,84.1,40.0,medium,low,public,10,high,medium,11,low,6,balanced,84.9
4,96.6,36.9,low,high,public,0,high,low,10,low,7,mixed,59.0
6,81.8,77.8,medium,low,public,3,mid,high,9,moderate,3,mixed,69.4
3,56.0,64.3,medium,low,private,8,low,medium,4,moderate,2,junk-heavy,53.5
2,55.4,85.3,medium,high,private,1,mid,high,4,none,5,balanced,40.3
1,80.1,65.9,high,low,public,0,high,low,11,moderate,6,balanced,56.7
4,84.6,69.0,high,low,public,5,mid,medium,4,moderate,4,mixed,58.3
8,55.3,95.3,medium,high,public,5,high,medium,7,high,7,mixed,89.2
6,58.9,97.3,high,medium,public,1,high,high,7,none,1,balanced,82.4
7,83.6,42.1,high,high,public,4,mid,high,7,moderate,1,mixed,82.7
8,60.0,54.6,medium,high,private,9,mid,high,6,low,1,mixed,78.4
4,73.7,44.0,medium,medium,public,8,low,high,9,none,6,junk-heavy,53.5
1,83.6,95.3,medium,medium,public,0,mid,medium,7,moderate,3,mixed,56.9
4,82.7,56.3,medium,low,private,8,mid,high,5,none,2,balanced,62.6
1,78.5,66.3,medium,medium,international,6,mid,medium,11,low,6,junk-heavy,55.7
8,96.6,71.1,high,high,public,10,mid,medium,11,moderate,3,balanced,98.0
1,67.4,47.6,high,medium,international,5,low,high,9,none,6,mixed,44.1
5,63.8,45.2,high,high,public,9,mid,medium,5,high,3,junk-heavy,71.7
6,89.8,77.5,medium,medium,public,10,low,high,4,high,7,mixed,63.7
7,84.8,39.3,medium,medium,private,7,mid,high,6,moderate,6,balanced,70.7
5,53.6,66.5,low,medium,public,9,low,low,4,high,7,junk-heavy,58.7
5,91.7,54.4,high,medium,private,5,low,medium,11,none,5,mixed,73.8
1,91.8,53.3,medium,medium,public,3,low,medium,8,moderate,1,junk-heavy,46.4
1,74.9,85.4,high,medium,public,1,high,low,7,high,7,balanced,59.2
5,56.3,41.7,medium,high,private,5,low,medium,8,moderate,7,mixed,56.9
1,50.6,48.8,high,high,private,10,low,low,8,none,5,junk-heavy,52.4
1,65.3,61.0,low,medium,private,6,high,high,4,moderate,5,junk-heavy,41.2
8,92.5,58.1,low,low,private,4,mid,low,5,none,6,junk-heavy,59.9
8,67.5,45.7,medium,high,international,6,high,low,11,high,1,mixed,98.0
1,50.9,85.0,medium,high,public,4,mid,medium,6,low,3,balanced,46.0
7,63.8,33.5,medium,high,private,1,mid,medium,9,none,6,balanced,72.9
1,64.1,70.3,low,low,public,5,high,high,4,low,7,mixed,25.2
8,51.3,30.0,medium,low,public,0,mid,high,5,none,5,balanced,54.2
6,87.6,43.9,high,medium,private,2,high,medium,10,high,2,junk-heavy,78.4
1,67.0,81.5,medium,medium,international,8,mid,high,8,none,2,balanced,57.5
3,55.8,63.6,medium,high,private,4,low,medium,4,moderate,6,balanced,53.4
6,97.6,86.0,medium,medium,public,4,mid,medium,10,low,5,balanced,91.1
7,64.4,73.9,medium,medium,private,8,mid,medium,7,high,4,mixed,79.3
7,64.8,56.8,high,low,public,10,low,high,10,none,5,balanced,81.8
8,87.4,86.6,high,medium,public,7,low,medium,5,moderate,1,balanced,98.0
9,91.7,95.4,low,low,public,6,low,medium,5,low,1,balanced,92.5
1,63.9,65.4,high,medium,public,10,mid,high,9,low,1,mixed,63.8
6,54.9,75.8,medium,high,public,9,mid,low,7,high,6,balanced,88.9
9,68.9,52.2,low,medium,private,9,mid,low,9,high,3,mixed,98.0
1,81.8,76.0,medium,medium,public,1,mid,medium,5,moderate,3,junk-heavy,34.7
6,55.8,50.5,high,low,private,8,mid,medium,4,low,1,balanced,79.7
9,57.4,79.6,medium,medium,public,4,low,medium,7,none,2,mixed,79.8
2,88.7,99.0,low,medium,public,7,mid,low,5,none,7,balanced,51.6
7,81.1,91.4,medium,medium,private,3,mid,low,9,moderate,5,junk-heavy,94.5
6,93.6,41.8,high,high,private,3,low,high,10,none,1,junk-heavy,63.4
6,59.3,55.1,high,medium,public,10,low,high,6,none,4,balanced,74.8
9,56.6,58.0,medium,low,public,9,mid,low,6,moderate,1,mixed,96.8
7,66.9,66.5,high,low,international,1,high,low,4,moderate,2,balanced,84.0
2,63.4,77.5,low,low,international,10,high,medium,6,low,4,mixed,58.1
6,62.1,65.2,medium,low,international,0,mid,medium,4,moderate,4,balanced,69.4
